id,account_id,active_topics,bps_plan,decline_rate,purchased_posts,declined_posts,last_purchase_at,other_info,plan_words,plan_name,primary_industry,queued_posts,submitted_posts,preferred_writers,state,recently_started_on,recently_canceled_on,current_lifetime_days
8402,20431,4,Content,0.06741573033707865,83,6,2018-07-03T00:00:00.000-06:00,"I'm a business coach that helps women design businesses and lives they love. I'm a former corporate consultant that worked for Fortune 150 companies. After I had my son, I quickly determined that the corporate life no longer fit my lifestyle. I want to help other women do the same. For instance, I had a client that came to me as a referral . She was a photographer that wanted a marketing strategy for her business. After one session, she shared that she has rheumatoid arthritis and no longer wanted to shoot weddings or carry around large equipment. Whoa...okay, so let's take a step back. Rather than just moved forward and give her some marketing strategy, I revamped all of her services to meet her new limitations and desires. We got her doing Iphone photography, Instagram takeovers and teaching workshops. Had she gone to someone else, she may experienced some success but she would have fallen out of love with her business and eventually quit thinking it was no longer for her. This is a perfect example of my mission. To design better businesses, and create a better world. ",300,Basic - 300 words,Business Consulting,15,120,15,active,2017-09-29T00:00:00.000-06:00,,280
8474,20534,1,Content,0.5258620689655172,110,122,2018-02-21T00:00:00.000-07:00,"Our readers are ALL women that are balding mostly from cancer. No men or men topics.
Nothing a sick person would find offensive.  No stories of preventing cancer. No tricks to regrow hair.",300,Basic - 300 words,Health & Beauty,1,235,7,expired,2018-02-14T00:00:00.000-07:00,2018-02-21T00:00:00.000-07:00,28
8482,20243,2,Content,0.058823529411764705,16,1,2017-10-12T00:00:00.000-06:00,The main 2016 goal for Brier Grieves Insurance is to win more commercial property insurance deals. I've looked on the web to find some of the most viewed subjects and questions on the matter. Thank you for your help!,600,Basic - 600 words,,6,32,16,expired,2018-02-23T00:00:00.000-07:00,2018-04-12T00:00:00.000-06:00,59
8618,20765,9,Content,0.1206896551724138,51,7,2018-06-28T00:00:00.000-06:00,"SEO: Link to authority sites. We want blogs to include sources links. Various studies show that linking to high domain authority sites like Wikipedia or Harvard can increase your Google rankings. Make sure you include at least 3-4 outbound links on each post.

================
Would like topics on drain and sewer cleaning",600,Basic - 600 words,,6,67,27,active,2018-02-19T00:00:00.000-07:00,,137
8622,20765,13,Content,0.14893617021276595,120,21,2018-06-28T00:00:00.000-06:00,"SEO: Link to authority sites. We want blogs to include sources links. Various studies show that linking to high domain authority sites like Wikipedia or Harvard can increase your Google rankings. Make sure you include at least 3-4 outbound links on each post.

================

ONLY WRITE ABOUT MINNESOTA LAW!!!! ",600,Basic - 600 words,,12,154,27,active,2017-10-02T00:00:00.000-06:00,,277
8624,20765,3,Content,0.011764705882352941,84,1,2018-06-21T00:00:00.000-06:00,"SEO: Link to authority sites. We want blogs to include sources links. Various studies show that linking to high domain authority sites like Wikipedia or Harvard can increase your Google rankings. Make sure you include at least 3-4 outbound links on each post.

================",600,Basic - 600 words,,10,100,27,active,2017-07-11T00:00:00.000-06:00,,360
8626,20765,11,Content,0.07692307692307693,48,4,2018-04-05T00:00:00.000-06:00,,600,Basic - 600 words,,3,63,27,expired,2017-11-20T00:00:00.000-07:00,2018-03-28T00:00:00.000-06:00,151
8630,20765,13,Content,0.07894736842105263,35,3,2018-03-08T00:00:00.000-07:00,,600,Basic - 600 words,,1,48,27,expired,2018-02-14T00:00:00.000-07:00,2018-02-21T00:00:00.000-07:00,28
8632,20765,2,Content,0.20224719101123595,71,18,2018-07-05T00:00:00.000-06:00,"SEO: Link to authority sites. We want blogs to include sources links. Various studies show that linking to high domain authority sites like Wikipedia or Harvard can increase your Google rankings. Make sure you include at least 3-4 outbound links on each post.

================",1000,Basic - 1000 words,,5,101,27,active,2017-10-16T00:00:00.000-06:00,,263
8702,20765,17,Content,0.10256410256410256,70,8,2018-07-05T00:00:00.000-06:00,"SEO: Link to authority sites. We want blogs to include sources links. Various studies show that linking to high domain authority sites like Wikipedia or Harvard can increase your Google rankings. Make sure you include at least 3-4 outbound links on each post.

================",300,Basic - 300 words,,7,93,27,active,2017-10-26T00:00:00.000-06:00,,253
8763,20765,18,Content,0.06451612903225806,58,4,2018-06-21T00:00:00.000-06:00,"SEO: Link to authority sites. We want blogs to include sources links. Various studies show that linking to high domain authority sites like Wikipedia or Harvard can increase your Google rankings. Make sure you include at least 3-4 outbound links on each post.

================",600,Basic - 600 words,,6,70,27,active,2018-02-11T00:00:00.000-07:00,,145
8864,13990,12,Content,0.21739130434782608,18,5,2018-07-02T00:00:00.000-06:00,"Best in Show Collision is a family owned and operated business. Mike Testolin, our founder, first opened his doors for business in 1978. 35 years, and thousands of satisfied customers layer, Best in Show Collision is one of the areas best known and premier collision repair facilities. We are committed to providing you with the highest quality service you deserve. We are very proud of our reputation, hard earned to be sure. We are not your average body shop. After 35 years in business, we know how to address all aspects of making a stressful first visit to our shop a stress-free experience!",300,Basic - 300 words,,3,28,0,active,2018-05-30T00:00:00.000-06:00,,37
8888,20765,33,Content,0.018518518518518517,53,1,2018-06-28T00:00:00.000-06:00,"SEO: Link to authority sites. We want blogs to include sources links. Various studies show that linking to high domain authority sites like Wikipedia or Harvard can increase your Google rankings. Make sure you include at least 3-4 outbound links on each post.

================

They do chiller rentals and sales throughout the United States. 

=====================
Advertisement Ad Displays
=====================
They ONLY want to focus on RENTALS.
ETL Listed & Inspected Manufacturer, USA Made, Family Owned Since 1956, Upfront About Costs, No Specialized or OEM Components, Commercial & Industrial Chiller Rentals, Available 24/7, Rental Job Specific, Most Unit Protection Available in Industry

They want more from these industries to target for chiller rentals: construction, bakery, beef processing, brewery, chemical, milk processing/dairy farm, feed mills, medical, metal, pharmaceutical, plastic manufacturing, poultry processing

======================
Competitors (2) with good websites
======================
http://gdchillers.com
http://icschillers.com/",600,Basic - 600 words,,3,57,28,active,2017-12-07T00:00:00.000-07:00,,211
8902,21173,4,Content,0.009009009009009009,110,1,2018-07-05T00:00:00.000-06:00,"We'd like our blog tone to be fun, extremely informative for marketing directors, content creators and business owners. We'd like to talk about:
= new, creative things that are happening at the intersection of video and marketing
= HOW our clients can use photo and video content in great ways to gain more customers and sales
= creativity in the fields of video and photography
= pertinent topics that are INTERESTING and NEW in the field.

Miceli Productions is a PHOTO + VIDEO **boutique** creating commercial images for branding, marketing & advertising. 

We're custom. We're hands-on with every client. We're a small team. We're artists and entrepreneurs, supporters of our local community, world travelers and appreciate family time. We're always plugged in.  We like tech. We love art. And dance. And music. And film.

We've been doing what we do for a while (16 years and counting!) We used to be just edgy. Now we're edgy and wise. We look to the next generation for inspiration. We train interns to be successful based on our experiences. We're invested. We're committed.  People say we're also fun to work with.",600,Basic - 600 words,Marketing & Advertising,4,119,8,active,2018-02-22T00:00:00.000-07:00,,134
8925,21208,3,Content,0.3333333333333333,30,15,2017-08-10T00:00:00.000-06:00,"Please stay within the Local SEO, PPC, Online Reviews, and Content Marketing. Our audience is comprised of small, local businesses (primarily in the Dallas area right now). Please be sure to target this audience in all posts. In other words, posts should be readable, shareable, conversational, and not too technical. Our readers/customers are not digitally savvy marketers, they're small business owners who are concerned with getting more calls, more contact form submissions, more leads. 

If we can focus on the Awareness and Consideration Stage type articles-- meaning customers who are in the awareness and consideration stage of the buying process. We want to provide content that will inform our readers, establish Dialed-In Local as an authority, and encourage readers to seek out our services. 

Here are some examples: 
Local Online Reviews 101: What You Need to Know
15 Ways to Turn Your Customers into Ambassadors of Your Local Business

",600,Content - 600+ words,,0,45,6,expired,2017-07-21T00:00:00.000-06:00,2017-10-03T00:00:00.000-06:00,74
9080,21455,2,+Optimize,0.0990990990990991,100,11,2018-07-03T00:00:00.000-06:00,"Marketing information for dentists. From how to run a small Dental practice to how to get involved in digital advertising. 

“getting patients to say yes” is a big one
marketing through Facebook/twitter/instagram
Marketing with Google Ad words
maybe some small business tips since a giant percentage are business owners
How to build the right team
Effective communication
Scheduling/Calendar Management 
Office aesthetics
Email marketing
Website creation

Almost any topic you can think of dealing with owning a marketing a small business but from the point of view of a dentist. 
",600,Basic - 600 words,Health & Beauty,3,116,2,active,2018-06-25T00:00:00.000-06:00,,11
